model,model_family,feature_policy,threshold_policy,attribute,group,group_size,fraud_prevalence,alert_rate,precision,fdr,recall_tpr,fnr,fpr,tnr,tp,fp,fn,tn
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,employment_status,CG,38,0.05263157894736842,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,2,36
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,10-20,23953,0.007055483655492005,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,169,23784
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,21-30,32363,0.012514291011340111,3.0899483978617555e-05,0.0,1.0,0.0,1.0,3.129106952875649e-05,0.9999687089304713,0,1,405,31957
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,31-40,27860,0.01564967695620962,0.00014357501794687725,1.0,0.0,0.009174311926605505,0.9908256880733946,0.0,1.0,4,0,432,27424
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,41-50,9725,0.026323907455012854,0.00020565552699228792,1.0,0.0,0.0078125,0.9921875,0.0,1.0,2,0,254,9469
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,customer_age_group,51+,2942,0.055064581917063225,0.0006798096532970768,1.0,0.0,0.012345679012345678,0.9876543209876543,0.0,1.0,2,0,160,2780
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,income_group,high_0.7_0.9,64414,0.01797745831651504,0.00013972117862576458,0.8888888888888888,0.11111111111111116,0.0069084628670120895,0.9930915371329879,1.5808777033008725e-05,0.999984191222967,8,1,1150,63255
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,income_group,low_0.1_0.3,20645,0.007217243884717849,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,149,20496
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_business_fdr30,income_group,mid_0.4_0.6,11784,0.01026816021724372,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,121,11663
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BA,19182,0.04686685434261287,0.12840162652486706,0.20665854648802273,0.7933414535119773,0.5661846496106785,0.43381535038932145,0.1068752392933326,0.8931247607066674,509,1954,390,16329
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BB,23213,0.007151165295308663,0.009046654891655537,0.2,0.8,0.25301204819277107,0.7469879518072289,0.0072894519894129385,0.9927105480105871,42,168,124,22879
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BC,37502,0.007092955042397739,0.006719641619113648,0.21825396825396826,0.7817460317460317,0.20676691729323307,0.793233082706767,0.005290579009560641,0.9947094209904394,55,197,211,37039
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BD,4478,0.009379187137114784,0.00982581509602501,0.25,0.75,0.2619047619047619,0.7380952380952381,0.007439134355275023,0.992560865644725,11,33,31,4403
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BE,12327,0.004380627889997567,0.0017035775127768314,0.14285714285714285,0.8571428571428572,0.05555555555555555,0.9444444444444444,0.0014666340747983377,0.9985333659252017,3,18,51,12255
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BF,135,0.007407407407407408,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1,134
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BG,6,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,0,0,6
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CA,74882,0.01595844128094869,0.034788066558051334,0.2072936660268714,0.7927063339731286,0.45188284518828453,0.5481171548117155,0.02802393909373431,0.9719760609062656,540,2065,655,71622
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CB,11275,0.010199556541019957,0.014545454545454545,0.16463414634146342,0.8353658536585366,0.23478260869565218,0.7652173913043478,0.012275985663082438,0.9877240143369176,27,137,88,11023
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CC,2265,0.03708609271523179,0.08785871964679912,0.24623115577889448,0.7537688442211055,0.5833333333333334,0.4166666666666667,0.0687757909215956,0.9312242090784044,49,150,35,2031
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CD,2513,0.00477516912057302,0.005571030640668524,0.2857142857142857,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.003998400639744102,0.9960015993602559,4,10,8,2491
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CE,2252,0.003996447602131439,0.0004440497335701599,0.0,1.0,0.0,1.0,0.00044583147570218456,0.9995541685242978,0,1,9,2242
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CF,3618,0.0030403537866224434,0.001658374792703151,0.0,1.0,0.0,1.0,0.0016634322151372332,0.9983365677848628,0,6,11,3601
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CG,38,0.05263157894736842,0.02631578947368421,0.0,1.0,0.0,1.0,0.027777777777777776,0.9722222222222222,0,1,2,35
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,10-20,23953,0.007055483655492005,0.0075564647434559346,0.143646408839779,0.856353591160221,0.15384615384615385,0.8461538461538461,0.0065169862092162795,0.9934830137907837,26,155,143,23629
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,21-30,32363,0.012514291011340111,0.022618422272348053,0.18442622950819673,0.8155737704918032,0.3333333333333333,0.6666666666666666,0.018680768508667626,0.9813192314913324,135,597,270,31361
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,31-40,27860,0.01564967695620962,0.03621679827709978,0.20118929633300298,0.798810703666997,0.46559633027522934,0.5344036697247706,0.02939031505250875,0.9706096849474912,203,806,233,26618
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,41-50,9725,0.026323907455012854,0.07115681233933162,0.21820809248554912,0.7817919075144508,0.58984375,0.41015625,0.05713380504805154,0.9428661949519485,151,541,105,8928
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,51+,2942,0.055064581917063225,0.12780421481985044,0.27925531914893614,0.7207446808510638,0.6481481481481481,0.35185185185185186,0.0974820143884892,0.9025179856115108,105,271,57,2509
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,high_0.7_0.9,64414,0.01797745831651504,0.03924612661843699,0.20688291139240506,0.7931170886075949,0.45164075993091535,0.5483592400690847,0.031696597951182494,0.9683034020488175,523,2005,635,61251
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,low_0.1_0.3,20645,0.007217243884717849,0.01191571809154759,0.21951219512195122,0.7804878048780488,0.3624161073825503,0.6375838926174496,0.00936768149882904,0.990632318501171,54,192,95,20304
hyperparameter_tuned | XGBoost,XGBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,mid_0.4_0.6,11784,0.01026816021724372,0.018329938900203666,0.19907407407407407,0.8009259259259259,0.35537190082644626,0.6446280991735537,0.014833233301894882,0.9851667666981051,43,173,78,11490
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BA,19182,0.04686685434261287,0.18715462412678552,0.16935933147632312,0.8306406685236769,0.6763070077864294,0.3236929922135706,0.16310233550292622,0.8368976644970738,608,2982,291,15301
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BB,23213,0.007151165295308663,0.016025502950932666,0.13440860215053763,0.8655913978494624,0.30120481927710846,0.6987951807228916,0.0139714496463748,0.9860285503536252,50,322,116,22725
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BC,37502,0.007092955042397739,0.01125273318756333,0.16587677725118483,0.8341232227488151,0.2631578947368421,0.7368421052631579,0.009453217316575358,0.9905467826834247,70,352,196,36884
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BD,4478,0.009379187137114784,0.0305940151853506,0.11678832116788321,0.8832116788321168,0.38095238095238093,0.6190476190476191,0.02727682596934175,0.9727231740306582,16,121,26,4315
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BE,12327,0.004380627889997567,0.004542873367404884,0.08928571428571429,0.9107142857142857,0.09259259259259259,0.9074074074074074,0.004155463211928624,0.9958445367880714,5,51,49,12222
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BF,135,0.007407407407407408,0.022222222222222223,0.3333333333333333,0.6666666666666667,1.0,0.0,0.014925373134328358,0.9850746268656716,1,2,0,132
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BG,6,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,0,0,6
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CA,74882,0.01595844128094869,0.05264282471087845,0.16489091831557584,0.8351090816844242,0.5439330543933054,0.4560669456066946,0.04467545157219048,0.9553245484278096,650,3292,545,70395
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CB,11275,0.010199556541019957,0.03219512195121951,0.12396694214876033,0.8760330578512396,0.391304347826087,0.6086956521739131,0.02849462365591398,0.9715053763440861,45,318,70,10842
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CC,2265,0.03708609271523179,0.09536423841059603,0.23148148148148148,0.7685185185185185,0.5952380952380952,0.40476190476190477,0.0761118752865658,0.9238881247134342,50,166,34,2015
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CD,2513,0.00477516912057302,0.010744130521289296,0.14814814814814814,0.8518518518518519,0.3333333333333333,0.6666666666666666,0.009196321471411436,0.9908036785285885,4,23,8,2478
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CE,2252,0.003996447602131439,0.0053285968028419185,0.08333333333333333,0.9166666666666666,0.1111111111111111,0.8888888888888888,0.00490414623272403,0.9950958537672759,1,11,8,2232
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CF,3618,0.0030403537866224434,0.005251520176893312,0.0,1.0,0.0,1.0,0.005267535347934572,0.9947324646520654,0,19,11,3588
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CG,38,0.05263157894736842,0.02631578947368421,0.0,1.0,0.0,1.0,0.027777777777777776,0.9722222222222222,0,1,2,35
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,10-20,23953,0.007055483655492005,0.011856552415146328,0.12323943661971831,0.8767605633802817,0.20710059171597633,0.7928994082840237,0.010469223007063572,0.9895307769929365,35,249,134,23535
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,21-30,32363,0.012514291011340111,0.03324784476099249,0.1607806691449814,0.8392193308550187,0.4271604938271605,0.5728395061728395,0.028255835784467113,0.9717441642155329,173,903,232,31055
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,31-40,27860,0.01564967695620962,0.0583632447954056,0.15190651906519065,0.8480934809348093,0.5665137614678899,0.4334862385321101,0.05028442240373396,0.949715577596266,247,1379,189,26045
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,41-50,9725,0.026323907455012854,0.11043701799485861,0.16666666666666666,0.8333333333333334,0.69921875,0.30078125,0.09451895659520541,0.9054810434047946,179,895,77,8574
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,51+,2942,0.055064581917063225,0.17675050985723997,0.2230769230769231,0.7769230769230769,0.7160493827160493,0.2839506172839506,0.14532374100719425,0.8546762589928057,116,404,46,2376
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,income_group,high_0.7_0.9,64414,0.01797745831651504,0.061523892321545,0.16149381781478678,0.8385061821852132,0.5526770293609672,0.4473229706390328,0.052532566080688,0.947467433919312,640,3323,518,59933
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,income_group,low_0.1_0.3,20645,0.007217243884717849,0.016662630176798258,0.1744186046511628,0.8255813953488372,0.40268456375838924,0.5973154362416108,0.013856362217017954,0.9861436377829821,60,284,89,20212
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_global_5pct_fpr,income_group,mid_0.4_0.6,11784,0.01026816021724372,0.023167006109979633,0.18315018315018314,0.8168498168498168,0.4132231404958678,0.5867768595041323,0.01912029494984138,0.9808797050501586,50,223,71,11440
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,housing_status,BA,19182,0.04686685434261287,0.0005213220727765613,1.0,0.0,0.011123470522803115,0.9888765294771968,0.0,1.0,10,0,889,18283
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,housing_status,BB,23213,0.007151165295308663,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,166,23047
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,housing_status,BC,37502,0.007092955042397739,5.33304890405845e-05,0.5,0.5,0.0037593984962406013,0.9962406015037594,2.6855731012998174e-05,0.999973144268987,1,1,265,37235
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,housing_status,BD,4478,0.009379187137114784,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,42,4436
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,housing_status,BE,12327,0.004380627889997567,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,54,12273
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,housing_status,BF,135,0.007407407407407408,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1,134
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,housing_status,BG,6,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,0,0,6
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,employment_status,CA,74882,0.01595844128094869,0.00014689778584973693,0.9090909090909091,0.09090909090909094,0.008368200836820083,0.9916317991631799,1.3570914815367704e-05,0.9999864290851846,10,1,1185,73686
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,employment_status,CB,11275,0.010199556541019957,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,115,11160
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,employment_status,CC,2265,0.03708609271523179,0.0004415011037527594,1.0,0.0,0.011904761904761904,0.9880952380952381,0.0,1.0,1,0,83,2181
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,employment_status,CD,2513,0.00477516912057302,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,12,2501
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,employment_status,CE,2252,0.003996447602131439,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,9,2243
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,employment_status,CF,3618,0.0030403537866224434,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,11,3607
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,employment_status,CG,38,0.05263157894736842,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,2,36
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,customer_age_group,10-20,23953,0.007055483655492005,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,169,23784
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,customer_age_group,21-30,32363,0.012514291011340111,3.0899483978617555e-05,1.0,0.0,0.0024691358024691358,0.9975308641975309,0.0,1.0,1,0,404,31958
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,customer_age_group,31-40,27860,0.01564967695620962,0.00010768126346015793,1.0,0.0,0.006880733944954129,0.9931192660550459,0.0,1.0,3,0,433,27424
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,customer_age_group,41-50,9725,0.026323907455012854,0.00020565552699228792,1.0,0.0,0.0078125,0.9921875,0.0,1.0,2,0,254,9469
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,customer_age_group,51+,2942,0.055064581917063225,0.0020394289598912306,0.8333333333333334,0.16666666666666663,0.030864197530864196,0.9691358024691358,0.00035971223021582735,0.9996402877697842,5,1,157,2779
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,income_group,high_0.7_0.9,64414,0.01797745831651504,0.00017077032943149006,0.9090909090909091,0.09090909090909094,0.008635578583765112,0.9913644214162349,1.5808777033008725e-05,0.999984191222967,10,1,1148,63255
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,income_group,low_0.1_0.3,20645,0.007217243884717849,4.843787842092516e-05,1.0,0.0,0.006711409395973154,0.9932885906040269,0.0,1.0,1,0,148,20496
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_business_fdr30,income_group,mid_0.4_0.6,11784,0.01026816021724372,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,121,11663
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BA,19182,0.04686685434261287,0.10676676050463976,0.23193359375,0.76806640625,0.5283648498331479,0.47163515016685204,0.08603620849969917,0.9139637915003008,475,1573,424,16710
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BB,23213,0.007151165295308663,0.006935768750269245,0.2422360248447205,0.7577639751552795,0.23493975903614459,0.7650602409638554,0.005293530611359396,0.9947064693886406,39,122,127,22925
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BC,37502,0.007092955042397739,0.004426430590368514,0.25301204819277107,0.7469879518072289,0.15789473684210525,0.8421052631578947,0.0033301106456117735,0.9966698893543883,42,124,224,37112
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BD,4478,0.009379187137114784,0.012728896828941492,0.21052631578947367,0.7894736842105263,0.2857142857142857,0.7142857142857143,0.010144274120829576,0.9898557258791705,12,45,30,4391
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BE,12327,0.004380627889997567,0.0013790865579621967,0.23529411764705882,0.7647058823529411,0.07407407407407407,0.9259259259259259,0.0010592357206876885,0.9989407642793123,4,13,50,12260
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BF,135,0.007407407407407408,0.007407407407407408,0.0,1.0,0.0,1.0,0.007462686567164179,0.9925373134328358,0,1,1,133
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,housing_status,BG,6,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,0,0,6
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CA,74882,0.01595844128094869,0.028671776929035015,0.23567768979972054,0.7643223102002794,0.42343096234309624,0.5765690376569038,0.022269871212018403,0.9777301287879816,506,1641,689,72046
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CB,11275,0.010199556541019957,0.014900221729490022,0.16071428571428573,0.8392857142857143,0.23478260869565218,0.7652173913043478,0.012634408602150538,0.9873655913978494,27,141,88,11019
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CC,2265,0.03708609271523179,0.04944812362030905,0.32142857142857145,0.6785714285714286,0.42857142857142855,0.5714285714285714,0.03484640073360844,0.9651535992663915,36,76,48,2105
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CD,2513,0.00477516912057302,0.004377238360525269,0.2727272727272727,0.7272727272727273,0.25,0.75,0.003198720511795282,0.9968012794882047,3,8,9,2493
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CE,2252,0.003996447602131439,0.0017761989342806395,0.0,1.0,0.0,1.0,0.0017833259028087382,0.9982166740971913,0,4,9,2239
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CF,3618,0.0030403537866224434,0.0019347705914870095,0.0,1.0,0.0,1.0,0.0019406709176601053,0.9980593290823399,0,7,11,3600
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,employment_status,CG,38,0.05263157894736842,0.02631578947368421,0.0,1.0,0.0,1.0,0.027777777777777776,0.9722222222222222,0,1,2,35
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,10-20,23953,0.007055483655492005,0.005009810879639294,0.2,0.8,0.14201183431952663,0.8579881656804734,0.004036326942482341,0.9959636730575177,24,96,145,23688
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,21-30,32363,0.012514291011340111,0.016284028056731452,0.21821631878557876,0.7817836812144212,0.2839506172839506,0.7160493827160493,0.012891920645847675,0.9871080793541523,115,412,290,31546
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,31-40,27860,0.01564967695620962,0.030976310122038764,0.21784472769409038,0.7821552723059096,0.43119266055045874,0.5688073394495413,0.0246134772462077,0.9753865227537923,188,675,248,26749
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,41-50,9725,0.026323907455012854,0.06313624678663239,0.24104234527687296,0.758957654723127,0.578125,0.421875,0.049213222093146054,0.950786777906854,148,466,108,9003
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,customer_age_group,51+,2942,0.055064581917063225,0.11080897348742352,0.29754601226993865,0.7024539877300613,0.5987654320987654,0.4012345679012346,0.08237410071942446,0.9176258992805756,97,229,65,2551
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,high_0.7_0.9,64414,0.01797745831651504,0.03342441084236346,0.2299117510450534,0.7700882489549465,0.4274611398963731,0.572538860103627,0.026210952320728467,0.9737890476792715,495,1658,663,61598
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,low_0.1_0.3,20645,0.007217243884717849,0.007798498425768951,0.2484472049689441,0.7515527950310559,0.2684563758389262,0.7315436241610739,0.005903590944574551,0.9940964090554254,40,121,109,20375
advanced_gate | CatBoost,CatBoost,with_housing_status,valid_cost_sensitive_10_to_1,income_group,mid_0.4_0.6,11784,0.01026816021724372,0.011541072640868975,0.27205882352941174,0.7279411764705883,0.30578512396694213,0.6942148760330579,0.008488382062934065,0.9915116179370659,37,99,84,11564
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BA,19182,0.04686685434261287,0.2023772286518611,0.16177228232869656,0.8382277176713034,0.6985539488320356,0.3014460511679644,0.17797954383853853,0.8220204561614615,628,3254,271,15029
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BB,23213,0.007151165295308663,0.01387153750053849,0.14285714285714285,0.8571428571428572,0.27710843373493976,0.7228915662650602,0.011975528268321257,0.9880244717316787,46,276,120,22771
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BC,37502,0.007092955042397739,0.0103194496293531,0.17054263565891473,0.8294573643410853,0.24812030075187969,0.7518796992481203,0.008620689655172414,0.9913793103448276,66,321,200,36915
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BD,4478,0.009379187137114784,0.018535060294774454,0.1686746987951807,0.8313253012048193,0.3333333333333333,0.6666666666666666,0.015554553651938684,0.9844454463480613,14,69,28,4367
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BE,12327,0.004380627889997567,0.0028392958546280523,0.11428571428571428,0.8857142857142857,0.07407407407407407,0.9259259259259259,0.002525869795486026,0.9974741302045139,4,31,50,12242
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BF,135,0.007407407407407408,0.014814814814814815,0.5,0.5,1.0,0.0,0.007462686567164179,0.9925373134328358,1,1,0,133
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,housing_status,BG,6,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0,0,0,6
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CA,74882,0.01595844128094869,0.053818006997676346,0.16327543424317617,0.8367245657568239,0.5506276150627615,0.44937238493723847,0.0457611247574199,0.9542388752425801,658,3372,537,70315
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CB,11275,0.010199556541019957,0.03263858093126386,0.11684782608695653,0.8831521739130435,0.3739130434782609,0.6260869565217392,0.029121863799283155,0.9708781362007168,43,325,72,10835
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CC,2265,0.03708609271523179,0.11346578366445915,0.19844357976653695,0.8015564202334631,0.6071428571428571,0.39285714285714285,0.09445208619899129,0.9055479138010087,51,206,33,1975
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CD,2513,0.00477516912057302,0.012335853561480302,0.16129032258064516,0.8387096774193549,0.4166666666666667,0.5833333333333334,0.010395841663334666,0.9896041583366654,5,26,7,2475
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CE,2252,0.003996447602131439,0.0053285968028419185,0.08333333333333333,0.9166666666666666,0.1111111111111111,0.8888888888888888,0.00490414623272403,0.9950958537672759,1,11,8,2232
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CF,3618,0.0030403537866224434,0.002763957987838585,0.0,1.0,0.0,1.0,0.0027723870252287217,0.9972276129747712,0,10,11,3597
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,employment_status,CG,38,0.05263157894736842,0.07894736842105263,0.3333333333333333,0.6666666666666667,0.5,0.5,0.05555555555555555,0.9444444444444444,1,2,1,34
balance_gate | XGBoost | class_weight,XGBoost,with_housing_status,valid_global_5pct_fpr,customer_age_group,10-20,23953,0.007055483655492005,0.013317747255041121,0.12225705329153605,0.877742946708464,0.23076923076923078,0.7692307692307693,0.011772620248906828,0.9882273797510932,39,280,130,23504
